Date,Real,Nominal
1975-06-01,65.29,11.160
1975-07-01,64.56,11.160
1975-08-01,64.44,11.160
1975-09-01,64.09,11.160
1975-10-01,63.73,11.160
1975-11-01,63.28,11.160
1975-12-01,63.05,11.160
1976-01-01,62.93,11.160
1976-02-01,67.60,12.030
1976-03-01,67.87,12.100
1976-04-01,68.02,12.170
1976-05-01,67.54,12.170
1976-06-01,67.18,12.170
1976-07-01,66.83,12.170
1976-08-01,66.48,12.170
1976-09-01,75.67,13.900
1976-10-01,75.27,13.900
1976-11-01,75.14,13.900
1976-12-01,74.88,13.900
1977-01-01,74.50,13.900
1977-02-01,73.74,13.900
1977-03-01,73.25,13.900
1977-04-01,72.64,13.900
1977-05-01,72.28,13.900
1977-06-01,71.81,13.900
1977-07-01,71.45,13.900
1977-08-01,76.08,14.850
1977-09-01,75.84,14.850
1977-10-01,75.59,14.850
1977-11-01,75.22,14.850
1977-12-01,74.98,14.850
1978-01-01,74.50,14.850
1978-02-01,74.03,14.850
1978-03-01,73.45,14.850
1978-04-01,72.87,14.850
1978-05-01,72.19,14.850
1978-06-01,71.41,14.850
1978-07-01,70.86,14.850
1978-08-01,70.55,14.850
1978-09-01,70.02,14.850
1978-10-01,69.39,14.850
1978-11-01,69.08,14.850
1978-12-01,68.77,14.850
1979-01-01,68.18,14.850
1979-02-01,71.93,15.850
1979-03-01,71.20,15.850
1979-04-01,70.39,15.850
1979-05-01,79.37,18.100
1979-06-01,82.84,19.100
1979-07-01,93.29,21.750
1979-08-01,112.60,26.500
1979-09-01,119.79,28.500
1979-10-01,120.93,29.000
1979-11-01,128.06,31.000
1979-12-01,132.86,32.500
1980-01-01,130.98,32.500
1980-02-01,147.04,37.000
1980-03-01,148.73,38.000
1980-04-01,152.90,39.500
1980-05-01,151.40,39.500
1980-06-01,149.74,39.500
1980-07-01,149.74,39.500
1980-08-01,143.03,38.000
1980-09-01,134.39,36.000
1980-10-01,133.13,36.000
1980-11-01,132.01,36.000
1980-12-01,134.42,37.000
1981-01-01,136.95,38.000
1981-02-01,135.55,38.000
1981-03-01,134.63,38.000
1981-04-01,133.72,38.000
1981-05-01,132.70,38.000
1981-06-01,124.60,36.000
1981-07-01,123.23,36.000
1981-08-01,122.29,36.000
1981-09-01,121.10,36.000
1981-10-01,117.50,35.000
1981-11-01,120.46,36.000
1981-12-01,116.76,35.000
1982-01-01,112.55,33.850
1982-02-01,104.59,31.560
1982-03-01,94.50,28.480
1982-04-01,110.52,33.450
1982-05-01,117.60,35.930
1982-06-01,113.35,35.070
1982-07-01,109.86,34.160
1982-08-01,108.95,33.950
1982-09-01,114.12,35.630
1982-10-01,113.93,35.680
1982-11-01,109.25,34.150
1982-12-01,101.92,31.720
1983-01-01,100.00,31.190
1983-02-01,92.73,28.950
1983-03-01,93.82,29.290
1983-04-01,97.40,30.630
1983-05-01,95.62,30.250
1983-06-01,98.88,31.380
1983-07-01,100.45,32.000
1983-08-01,98.85,31.590
1983-09-01,94.54,30.360
1983-10-01,94.27,30.370
1983-11-01,90.55,29.230
1983-12-01,91.61,29.600
1984-01-01,92.25,29.980
1984-02-01,93.54,30.550
1984-03-01,94.28,30.850
1984-04-01,92.02,30.260
1984-05-01,93.48,30.830
1984-06-01,89.96,29.750
1984-07-01,83.13,27.600
1984-08-01,87.69,29.230
1984-09-01,88.56,29.660
1984-10-01,84.75,28.460
1984-11-01,81.33,27.310
1984-12-01,78.65,26.410
1985-01-01,78.49,26.410
1985-02-01,79.07,26.730
1985-03-01,83.37,28.290
1985-04-01,81.04,27.630
1985-05-01,81.35,27.840
1985-06-01,78.30,26.870
1985-07-01,78.89,27.120
1985-08-01,81.52,28.080
1985-09-01,84.19,29.080
1985-10-01,87.65,30.380
1985-11-01,85.59,29.750
1985-12-01,75.45,26.300
1986-01-01,53.87,18.830
1986-02-01,38.04,13.260
1986-03-01,30.03,10.420
1986-04-01,38.51,13.340
1986-05-01,41.17,14.300
1986-06-01,36.59,12.780
1986-07-01,31.92,11.150
1986-08-01,45.44,15.900
1986-09-01,42.02,14.770
1986-10-01,43.41,15.270
1986-11-01,42.60,15.000
1986-12-01,50.91,17.940
1987-01-01,52.88,18.750
1987-02-01,46.65,16.600
1987-03-01,52.67,18.830
1987-04-01,52.11,18.730
1987-05-01,53.72,19.380
1987-06-01,56.06,20.290
1987-07-01,58.87,21.370
1987-08-01,54.08,19.730
1987-09-01,53.42,19.590
1987-10-01,54.27,19.960
1987-11-01,50.29,18.510
1987-12-01,45.37,16.700
1988-01-01,45.91,16.940
1988-02-01,43.28,16.010
1988-03-01,45.96,17.080
1988-04-01,48.18,17.990
1988-05-01,46.72,17.510
1988-06-01,40.28,15.160
1988-07-01,43.16,16.310
1988-08-01,40.00,15.180
1988-09-01,34.99,13.370
1988-10-01,35.43,13.580
1988-11-01,39.92,15.320
1988-12-01,44.86,17.240
1989-01-01,44.09,17.030
1989-02-01,46.81,18.150
1989-03-01,51.77,20.190
1989-04-01,52.01,20.420
1989-05-01,50.41,19.900
1989-06-01,51.22,20.270
1989-07-01,46.14,18.310
1989-08-01,47.38,18.830
1989-09-01,50.49,20.130
1989-10-01,49.77,19.940
1989-11-01,49.53,19.890
1989-12-01,54.27,21.820
1990-01-01,55.82,22.680
1990-02-01,52.77,21.540
1990-03-01,49.40,20.280
1990-04-01,45.09,18.540
1990-05-01,42.23,17.400
1990-06-01,41.21,17.070
1990-07-01,49.76,20.690
1990-08-01,65.10,27.320
1990-09-01,93.36,39.510
1990-10-01,82.76,35.230
1990-11-01,67.60,28.850
1990-12-01,66.63,28.440
1991-01-01,50.17,21.540
1991-02-01,44.57,19.160
1991-03-01,45.60,19.630
1991-04-01,48.61,20.960
1991-05-01,48.85,21.130
1991-06-01,47.41,20.560
1991-07-01,49.91,21.680
1991-08-01,51.09,22.260
1991-09-01,50.80,22.230
1991-10-01,53.33,23.370
1991-11-01,48.87,21.480
1991-12-01,43.48,19.120
1992-01-01,42.90,18.900
1992-02-01,42.25,18.680
1992-03-01,43.76,19.440
1992-04-01,46.87,20.850
1992-05-01,49.61,22.110
1992-06-01,48.30,21.600
1992-07-01,48.81,21.870
1992-08-01,47.79,21.480
1992-09-01,48.17,21.710
1992-10-01,45.59,20.620
1992-11-01,43.92,19.890
1992-12-01,43.10,19.500
1993-01-01,44.55,20.260
1993-02-01,45.13,20.600
1993-03-01,44.62,20.440
1993-04-01,44.69,20.530
1993-05-01,43.52,20.020
1993-06-01,40.92,18.850
1993-07-01,38.82,17.880
1993-08-01,39.60,18.290
1993-09-01,40.61,18.790
1993-10-01,36.41,16.920
1993-11-01,33.19,15.430
1993-12-01,30.48,14.170
1994-01-01,32.58,15.190
1994-02-01,30.94,14.480
1994-03-01,31.50,14.790
1994-04-01,35.95,16.900
1994-05-01,38.93,18.310
1994-06-01,41.05,19.370
1994-07-01,42.89,20.300
1994-08-01,36.95,17.560
1994-09-01,38.60,18.390
1994-10-01,38.14,18.190
1994-11-01,37.81,18.050
1994-12-01,37.21,17.760
1995-01-01,38.36,18.390
1995-02-01,38.42,18.490
1995-03-01,39.70,19.170
1995-04-01,42.06,20.380
1995-05-01,38.91,18.890
1995-06-01,35.77,17.400
1995-07-01,36.10,17.560
1995-08-01,36.59,17.840
1995-09-01,35.90,17.540
1995-10-01,35.99,17.640
1995-11-01,37.11,18.180
1995-12-01,39.94,19.550
1996-01-01,36.03,17.740
1996-02-01,39.55,19.540
1996-03-01,43.24,21.470
1996-04-01,42.53,21.200
1996-05-01,39.56,19.760
1996-06-01,41.86,20.920
1996-07-01,40.78,20.420
1996-08-01,44.34,22.250
1996-09-01,48.44,24.380
1996-10-01,46.26,23.350
1996-11-01,46.95,23.750
1996-12-01,51.24,25.920
1997-01-01,47.60,24.150
1997-02-01,39.89,20.300
1997-03-01,40.00,20.410
1997-04-01,39.55,20.210
1997-05-01,40.88,20.880
1997-06-01,38.73,19.800
1997-07-01,39.35,20.140
1997-08-01,38.24,19.610
1997-09-01,41.20,21.180
1997-10-01,40.90,21.080
1997-11-01,37.17,19.150
1997-12-01,34.29,17.640
1998-01-01,33.39,17.210
1998-02-01,29.91,15.440
1998-03-01,30.17,15.610
1998-04-01,29.70,15.390
1998-05-01,29.28,15.200
1998-06-01,27.28,14.180
1998-07-01,27.30,14.210
1998-08-01,25.60,13.340
1998-09-01,30.94,16.140
1998-10-01,27.57,14.420
1998-11-01,21.45,11.220
1998-12-01,23.05,12.050
1999-01-01,24.33,12.750
1999-02-01,23.39,12.270
1999-03-01,31.84,16.760
1999-04-01,35.21,18.660
1999-05-01,31.78,16.840
1999-06-01,36.40,19.290
1999-07-01,38.62,20.530
1999-08-01,41.48,22.110
1999-09-01,45.76,24.510
1999-10-01,40.54,21.750
1999-11-01,45.81,24.590
1999-12-01,47.69,25.600
2000-01-01,51.36,27.640
2000-02-01,56.20,30.430
2000-03-01,49.25,26.900
2000-04-01,47.10,25.740
2000-05-01,53.03,29.010
2000-06-01,59.12,32.500
2000-07-01,49.79,27.430
2000-08-01,60.11,33.120
2000-09-01,55.67,30.840
2000-10-01,58.93,32.700
2000-11-01,60.91,33.820
2000-12-01,48.29,26.800
2001-01-01,51.33,28.660
2001-02-01,48.86,27.390
2001-03-01,46.80,26.290
2001-04-01,50.43,28.460
2001-05-01,50.04,28.370
2001-06-01,46.25,26.250
2001-07-01,46.53,26.350
2001-08-01,48.04,27.200
2001-09-01,41.21,23.430
2001-10-01,37.36,21.180
2001-11-01,34.35,19.440
2001-12-01,35.20,19.840
2002-01-01,34.48,19.480
2002-02-01,38.33,21.740
2002-03-01,46.15,26.310
2002-04-01,47.59,27.290
2002-05-01,44.14,25.310
2002-06-01,46.82,26.860
2002-07-01,47.04,27.020
2002-08-01,50.28,28.980
2002-09-01,52.74,30.450
2002-10-01,47.06,27.220
2002-11-01,46.49,26.890
2002-12-01,54.07,31.200
2003-01-01,57.84,33.510
2003-02-01,62.66,36.600
2003-03-01,52.83,31.040
2003-04-01,44.01,25.800
2003-05-01,50.52,29.560
2003-06-01,51.53,30.190
2003-07-01,52.07,30.540
2003-08-01,53.64,31.570
2003-09-01,49.44,29.200
2003-10-01,49.34,29.110
2003-11-01,51.67,30.410
2003-12-01,55.32,32.520
2004-01-01,55.95,33.050
2004-02-01,60.89,36.160
2004-03-01,59.83,35.760
2004-04-01,62.35,37.380
2004-05-01,66.12,39.880
2004-06-01,61.24,37.050
2004-07-01,72.49,43.800
2004-08-01,69.71,42.120
2004-09-01,81.96,49.640
2004-10-01,84.99,51.760
2004-11-01,80.67,49.130
2004-12-01,71.61,43.450
2005-01-01,79.24,48.200
2005-02-01,84.61,51.750
2005-03-01,89.86,55.400
2005-04-01,80.10,49.720
2005-05-01,83.83,51.970
2005-06-01,91.08,56.500
2005-07-01,97.21,60.570
2005-08-01,110.03,68.940
2005-09-01,104.46,66.240
2005-10-01,94.06,59.760
2005-11-01,90.97,57.320
2005-12-01,97.24,61.040
2006-01-01,107.38,67.920
2006-02-01,96.90,61.410
2006-03-01,104.54,66.630
2006-04-01,111.85,71.880
2006-05-01,110.36,71.290
2006-06-01,114.22,73.930
2006-07-01,114.65,74.400
2006-08-01,108.06,70.260
2006-09-01,97.20,62.910
2006-10-01,91.27,58.730
2006-11-01,98.23,63.130
2006-12-01,94.87,61.050
2007-01-01,90.06,58.140
2007-02-01,95.22,61.790
2007-03-01,100.58,65.870
2007-04-01,99.68,65.710
2007-05-01,96.53,64.010
2007-06-01,106.37,70.680
2007-07-01,117.71,78.210
2007-08-01,111.65,74.040
2007-09-01,122.82,81.660
2007-10-01,141.89,94.530
2007-11-01,132.36,88.710
2007-12-01,143.30,95.980
2008-01-01,136.25,91.750
2008-02-01,150.83,101.840
2008-03-01,149.12,101.580
2008-04-01,165.65,113.460
2008-05-01,184.28,127.350
2008-06-01,200.62,140.000
2008-07-01,176.81,124.080
2008-08-01,165.22,115.460
2008-09-01,144.22,100.640
2008-10-01,98.19,67.810
2008-11-01,80.34,54.430
2008-12-01,66.50,44.600
2009-01-01,61.89,41.680
2009-02-01,66.16,44.760
2009-03-01,73.20,49.660
2009-04-01,75.15,51.120
2009-05-01,97.21,66.310
2009-06-01,101.62,69.890
2009-07-01,101.12,69.450
2009-08-01,101.65,69.960
2009-09-01,102.53,70.610
2009-10-01,111.65,77.000
2009-11-01,111.98,77.280
2009-12-01,115.23,79.360
2010-01-01,105.47,72.890
2010-02-01,115.27,79.660
2010-03-01,120.70,83.760
2010-04-01,123.88,86.150
2010-05-01,106.29,73.970
2010-06-01,108.83,75.630
2010-07-01,113.53,78.950
2010-08-01,103.28,71.920
2010-09-01,114.76,79.970
2010-10-01,116.77,81.430
2010-11-01,120.53,84.110
2010-12-01,130.76,91.380
2011-01-01,131.28,92.190
2011-02-01,137.41,96.970
2011-03-01,149.73,106.720
2011-04-01,158.82,113.930
2011-05-01,142.55,102.700
2011-06-01,132.54,95.420
2011-07-01,132.83,95.700
2011-08-01,122.91,88.810
2011-09-01,109.45,79.200
2011-10-01,129.07,93.190
2011-11-01,139.10,100.360
2011-12-01,137.27,98.830
2012-01-01,136.20,98.480
2012-02-01,147.44,107.070
2012-03-01,140.83,103.020
2012-04-01,142.94,104.870
2012-05-01,118.03,86.530
2012-06-01,116.06,84.960
2012-07-01,120.55,88.060
2012-08-01,131.30,96.470
2012-09-01,124.92,92.190
2012-10-01,116.86,86.240
2012-11-01,121.10,88.910
2012-12-01,125.43,91.820
2013-01-01,132.78,97.490
2013-02-01,124.36,92.050
2013-03-01,130.97,97.230
2013-04-01,125.98,93.460
2013-05-01,123.79,91.970
2013-06-01,129.68,96.560
2013-07-01,140.95,105.030
2013-08-01,144.36,107.650
2013-09-01,137.02,102.330
2013-10-01,129.44,96.380
2013-11-01,124.71,92.720
2013-12-01,132.37,98.420
2014-01-01,130.64,97.490
2014-02-01,136.96,102.590
2014-03-01,134.80,101.580
2014-04-01,131.96,99.740
2014-05-01,135.37,102.710
2014-06-01,138.67,105.370
2014-07-01,129.19,98.170
2014-08-01,126.48,95.960
2014-09-01,120.06,91.160
2014-10-01,106.39,80.540
2014-11-01,87.85,66.150
2014-12-01,71.12,53.270
2015-01-01,64.74,48.240
2015-02-01,66.48,49.760
2015-03-01,63.21,47.600
2015-04-01,79.01,59.630
2015-05-01,79.54,60.300
2015-06-01,78.14,59.470
2015-07-01,61.92,47.120
2015-08-01,64.75,49.200
2015-09-01,59.43,45.090
2015-10-01,61.41,46.590
2015-11-01,55.02,41.650
2015-12-01,49.12,37.040
2016-01-01,44.48,33.620
2016-02-01,44.62,33.750
2016-03-01,50.49,38.340
2016-04-01,60.16,45.920
2016-05-01,64.08,49.100
2016-06-01,62.88,48.330
2016-07-01,54.20,41.600
2016-08-01,58.20,44.700
2016-09-01,62.66,48.240
2016-10-01,60.78,46.860
2016-11-01,64.22,49.440
2016-12-01,69.78,53.720
2017-01-01,68.18,52.810
2017-02-01,69.51,54.010
2017-03-01,65.07,50.600
2017-04-01,63.24,49.330
2017-05-01,61.90,48.320
2017-06-01,58.93,46.040
2017-07-01,64.27,50.170
2017-08-01,60.31,47.230
2017-09-01,65.62,51.670
2017-10-01,69.12,54.380
2017-11-01,72.96,57.400
2017-12-01,76.85,60.420
2018-01-01,81.88,64.730
2018-02-01,77.60,61.640
2018-03-01,81.56,64.940
2018-04-01,85.78,68.570
2018-05-01,83.53,67.040
2018-06-01,92.24,74.150
2018-07-01,85.54,68.760
2018-08-01,86.83,69.800
2018-09-01,90.98,73.250
2018-10-01,80.98,65.310
2018-11-01,63.36,50.930
2018-12-01,56.67,45.410
2019-01-01,67.02,53.790
2019-02-01,70.95,57.220
2019-03-01,74.15,60.140
2019-04-01,78.42,63.910
2019-05-01,65.48,53.500
2019-06-01,71.57,58.470
2019-07-01,71.58,58.580
2019-08-01,67.33,55.100
2019-09-01,66.02,54.070
2019-10-01,65.99,54.180
2019-11-01,67.25,55.170
2019-12-01,74.49,61.060
2020-01-01,62.65,51.560
2020-02-01,54.25,44.760
2020-03-01,24.88,20.480
2020-04-01,23.04,18.840
2020-05-01,43.40,35.490
2020-06-01,47.75,39.270
2020-07-01,48.73,40.270
2020-08-01,51.39,42.610
2020-09-01,48.47,40.220
2020-10-01,43.09,35.790
2020-11-01,54.63,45.340
2020-12-01,58.42,48.520
2021-01-01,62.59,52.200
2021-02-01,73.31,61.500
2021-03-01,70.05,59.160
2021-04-01,74.64,63.580
2021-05-01,77.26,66.320
2021-06-01,84.78,73.470
2021-07-01,84.97,73.950
2021-08-01,78.50,68.500
2021-09-01,85.76,75.030
2021-10-01,94.77,83.570
2021-11-01,74.65,66.180
2021-12-01,84.61,75.210
2022-01-01,98.29,88.150
2022-02-01,105.77,95.720
2022-03-01,109.41,100.280
2022-04-01,113.59,104.690
2022-05-01,123.04,114.670
2022-06-01,112.54,106.371
2022-07-01,104.34,98.620
2022-08-01,94.46,89.200
2022-09-01,83.94,79.490
2022-10-01,90.66,86.180
2022-11-01,84.82,80.550
2022-12-01,85.02,80.510
2023-01-01,82.66,78.870
2023-02-01,80.29,77.050
2023-03-01,78.62,75.670
2023-04-01,79.39,76.780
2023-05-01,69.79,67.690
2023-06-01,72.62,70.640
2023-07-01,83.76,81.640
