Date,Real,Nominal
2023-08-01,85.32,83.570
2023-09-01,92.52,90.790
2023-10-01,82.56,81.020
2023-11-01,77.26,75.670
2023-12-01,72.90,71.330
2024-01-01,77.14,75.850
2024-02-01,79.04,78.260
2024-03-01,83.50,83.170
2024-04-01,81.93,81.930
2024-05-01,78.16,78.160
