Date,Open,High,Low,Close,Adj Close,Volume
2021-08-01,135.910004,0.000000,0.000000,137.610001,137.610001,837
2021-09-01,137.610001,0.000000,0.000000,142.860001,142.860001,817
2021-10-01,142.860001,0.000000,0.000000,145.270004,145.270004,944
2021-11-01,145.270004,0.000000,0.000000,147.529999,147.529999,989
2021-12-01,147.529999,0.000000,0.000000,145.369995,145.369995,1023
2022-01-01,145.369995,0.000000,0.000000,129.110001,129.110001,1023
2022-02-01,127.080002,0.000000,0.000000,108.889999,108.889999,939
2022-03-01,109.129997,0.000000,0.000000,104.220001,104.220001,1187
2022-04-01,104.010002,0.000000,0.000000,101.650002,101.650002,1213
2022-05-01,101.650002,0.000000,0.000000,95.040001,95.040001,1278
2022-06-01,95.410004,0.000000,0.000000,96.470001,96.470001,1287
2022-07-01,96.370003,0.000000,0.000000,102.220001,102.220001,1364
2022-08-01,101.489998,0.000000,0.000000,100.059998,100.059998,1391
2022-09-01,100.860001,0.000000,0.000000,92.519997,92.519997,1350
2022-10-01,92.519997,0.000000,0.000000,101.080002,101.080002,1395
2022-11-01,100.019997,0.000000,0.000000,91.190002,91.190002,1386
2022-12-01,91.809998,0.000000,0.000000,93.339996,93.339996,1457
2023-01-01,93.339996,0.000000,0.000000,88.709999,88.709999,1457
2023-02-01,88.320000,0.000000,0.000000,88.019997,88.019997,1316
2023-03-01,89.309998,0.000000,0.000000,92.040001,92.040001,1457
2023-04-01,92.040001,0.000000,0.000000,88.779999,88.779999,1410
2023-05-01,88.550003,0.000000,0.000000,85.910004,85.910004,1457
2023-06-01,88.080002,0.000000,0.000000,90.570000,90.570000,1410
2023-07-01,90.570000,0.000000,0.000000,85.250000,85.250000,1457
2023-08-01,83.940002,0.000000,0.000000,85.699997,85.699997,1457
2023-09-01,85.699997,0.000000,0.000000,84.029999,84.029999,1410
2023-10-01,83.959999,0.000000,0.000000,78.510002,78.510002,1457
2023-11-01,78.099998,0.000000,0.000000,78.839996,78.839996,1410
2023-12-01,78.839996,0.000000,0.000000,76.160004,76.160004,1457
2024-01-01,76.160004,0.000000,0.000000,80.480003,80.480003,1363
