Date,Open,High,Low,Close,Adj Close,Volume
2021-08-01,135.509995,0.000000,0.000000,177.429993,177.429993,526
2021-09-01,177.429993,0.000000,0.000000,198.070007,198.070007,519
2021-10-01,198.070007,0.000000,0.000000,213.369995,213.369995,558
2021-11-01,213.369995,0.000000,0.000000,219.220001,219.220001,573
2021-12-01,218.889999,0.000000,0.000000,232.020004,232.020004,620
2022-01-01,232.020004,0.000000,0.000000,272.980011,272.980011,663
2022-02-01,276.410004,0.000000,0.000000,266.019989,266.019989,624
2022-03-01,265.970001,0.000000,0.000000,276.040009,276.040009,759
2022-04-01,274.440002,0.000000,0.000000,262.269989,262.269989,753
2022-05-01,262.269989,0.000000,0.000000,227.770004,227.770004,806
2022-06-01,228.809998,0.000000,0.000000,196.210007,196.210007,763
2022-07-01,198.169998,0.000000,0.000000,223.660004,223.660004,765
2022-08-01,212.250000,0.000000,0.000000,229.009995,229.009995,744
2022-09-01,228.580002,0.000000,0.000000,216.929993,216.929993,720
2022-10-01,216.929993,0.000000,0.000000,241.339996,241.339996,772
2022-11-01,238.770004,0.000000,0.000000,224.059998,224.059998,770
2022-12-01,223.990005,0.000000,0.000000,216.179993,216.179993,806
2023-01-01,216.179993,0.000000,0.000000,221.690002,221.690002,836
2023-02-01,223.440002,0.000000,0.000000,259.660004,259.660004,736
2023-03-01,259.980011,0.000000,0.000000,266.000000,266.000000,806
2023-04-01,266.000000,0.000000,0.000000,268.679993,268.679993,780
2023-05-01,266.450012,0.000000,0.000000,244.899994,244.899994,806
2023-06-01,240.710007,0.000000,0.000000,239.889999,239.889999,780
2023-07-01,239.889999,0.000000,0.000000,203.789993,203.789993,806
2023-08-01,200.740005,0.000000,0.000000,199.350006,199.350006,806
2023-09-01,199.350006,0.000000,0.000000,210.449997,210.449997,780
2023-10-01,210.000000,0.000000,0.000000,198.350006,198.350006,806
2023-11-01,196.830002,0.000000,0.000000,193.899994,193.899994,780
2023-12-01,193.899994,0.000000,0.000000,167.949997,167.949997,806
2024-01-01,167.949997,0.000000,0.000000,190.610001,190.610001,754
