Date,Open,High,Low,Close,Adj Close,Volume
2021-08-01,93.580002,0.000000,0.000000,97.559998,97.559998,1209
2021-09-01,97.489998,0.000000,0.000000,98.330002,98.330002,1170
2021-10-01,98.330002,0.000000,0.000000,98.339996,98.339996,1209
2021-11-01,98.339996,0.000000,0.000000,98.580002,98.580002,1170
2021-12-01,98.580002,0.000000,0.000000,98.580002,98.580002,1209
2022-01-01,98.580002,0.000000,0.000000,98.580002,98.580002,1209
2022-02-01,98.580002,0.000000,0.000000,98.139999,98.139999,1092
2022-03-01,96.529999,0.000000,0.000000,85.500000,85.500000,1223
2022-04-01,85.260002,0.000000,0.000000,84.519997,84.519997,1226
2022-05-01,84.519997,0.000000,0.000000,83.870003,83.870003,1247
2022-06-01,83.610001,0.000000,0.000000,80.900002,80.900002,1200
2022-07-01,80.349998,0.000000,0.000000,84.919998,84.919998,1211
2022-08-01,84.809998,0.000000,0.000000,83.139999,83.139999,1178
2022-09-01,83.080002,0.000000,0.000000,82.930000,82.930000,1162
2022-10-01,82.930000,0.000000,0.000000,81.809998,81.809998,1209
2022-11-01,81.889999,0.000000,0.000000,77.410004,77.410004,1170
2022-12-01,77.349998,0.000000,0.000000,76.239998,76.239998,1209
2023-01-01,76.239998,0.000000,0.000000,80.949997,80.949997,1209
2023-02-01,81.080002,0.000000,0.000000,81.660004,81.660004,1092
2023-03-01,82.010002,0.000000,0.000000,80.129997,80.129997,1198
2023-04-01,80.129997,0.000000,0.000000,81.349998,81.349998,1140
2023-05-01,82.019997,0.000000,0.000000,78.680000,78.680000,1178
2023-06-01,78.029999,0.000000,0.000000,79.410004,79.410004,1140
2023-07-01,79.410004,0.000000,0.000000,79.449997,79.449997,1178
2023-08-01,79.940002,0.000000,0.000000,78.040001,78.040001,1178
2023-09-01,78.309998,0.000000,0.000000,80.739998,80.739998,1140
2023-10-01,80.690002,0.000000,0.000000,78.150002,78.150002,1178
2023-11-01,78.150002,0.000000,0.000000,74.290001,74.290001,1140
2023-12-01,74.290001,0.000000,0.000000,80.500000,80.500000,1154
2024-01-01,80.500000,0.000000,0.000000,93.959999,93.959999,870
