Date,Market cap,Drop_column
2013-04-29,1583440000
2013-05-01,1637389952
2013-05-03,1275410048
2013-05-05,1335379968
2013-05-07,1313900032
2013-05-09,1333639936
2013-05-11,1390119936
2013-05-13,1355529984
2013-05-15,1294729984
2013-05-17,1384470016
2013-05-19,1448819968
2013-05-21,1440290048
2013-05-23,1453590016
2013-05-25,1562419968
2013-05-27,1573330048
2013-05-29,1515890048
2013-05-31,1505750016
2013-06-02,1511010048
2013-06-04,1436720000
2013-06-06,1435030016
2013-06-08,1304230016
2013-06-10,1191800064
2013-06-12,1273360000
2013-06-14,1220999936
2013-06-16,1180249984
2013-06-18,1202899968
2013-06-20,1277170048
2013-06-22,1302089984
2013-06-24,1291449984
2013-06-26,1233400064
2013-06-28,1210230016
2013-06-30,1139769984
2013-07-02,1057609984
2013-07-04,955878016
2013-07-06,834792000
2013-07-08,931886976
2013-07-10,933443008
2013-07-12,1076860032
2013-07-14,1190220032
2013-07-16,1199859968
2013-07-18,1198240000
2013-07-20,1121080064
2013-07-22,1116540032
2013-07-24,1164940032
2013-07-26,1182160000
2013-07-28,1149859968
2013-07-30,1232210048
2013-08-01,1288370048
2013-08-03,1268060032
2013-08-05,1337120000
2013-08-07,1337590016
2013-08-09,1290710016
2013-08-11,1288230016
2013-08-13,1339740032
2013-08-15,1402560000
2013-08-17,1357629952
2013-08-19,1432429952
2013-08-21,1541289984
2013-08-23,1527970048
2013-08-25,1502029952
2013-08-27,1523270016
2013-08-29,1539219968
2013-08-31,1663939968
2013-09-02,1725049984
2013-09-04,1701299968
2013-09-06,1579960064
2013-09-08,1568790016
2013-09-10,1607289984
2013-09-12,1713639936
2013-09-14,1700290048
2013-09-16,1648640000
2013-09-18,1689139968
2013-09-20,1677149952
2013-09-22,1644760064
2013-09-24,1623750016
2013-09-26,1654739968
2013-09-28,1753810048
2013-09-30,1782739968
2013-10-02,1707559936
2013-10-04,1595090048
2013-10-06,1660649984
2013-10-08,1634909952
2013-10-10,1680860032
2013-10-12,1679760000
2013-10-14,1784710016
2013-10-16,1865520000
2013-10-18,1861529984
2013-10-20,2168709888
2013-10-22,2280790016
2013-10-24,2685189888
2013-10-26,2345939968
2013-10-28,2459320064
2013-10-30,2551810048
2013-11-01,2547200000
2013-11-03,2600819968
2013-11-05,2894020096
2013-11-07,3290769920
2013-11-09,4266599936
2013-11-11,4063399936
2013-11-13,4514740224
2013-11-15,5235899904
2013-11-17,5493060096
2013-11-19,8902689792
2013-11-21,7475680256
2013-11-23,9701480448
2013-11-25,9782479872
2013-11-27,11985899520
2013-11-29,13823699968
2013-12-01,15387700224
2013-12-03,14266600448
2013-12-05,15936100352
2013-12-07,11355599872
2013-12-09,10827200512
2013-12-11,13619500032
2013-12-13,11970100224
2013-12-15,11968900096
2013-12-17,9693609984
2013-12-19,6986350080
2013-12-21,8225730048
2013-12-23,8259129856
2013-12-25,9047919616
