Date,Open,High,Low,Close,Adj Close,Volume
2021-08-01,85.339996,0.000000,0.000000,88.919998,88.919998,341
2021-09-01,88.919998,0.000000,0.000000,93.389999,93.389999,330
2021-10-01,93.650002,0.000000,0.000000,96.230003,96.230003,341
2021-11-01,96.230003,0.000000,0.000000,102.639999,102.639999,350
2021-12-01,102.639999,0.000000,0.000000,102.639999,102.639999,403
2022-01-01,102.639999,0.000000,0.000000,101.010002,101.010002,403
2022-02-01,102.650002,0.000000,0.000000,97.019997,97.019997,390
2022-03-01,97.930000,0.000000,0.000000,95.839996,95.839996,434
2022-04-01,95.010002,0.000000,0.000000,93.790001,93.790001,420
2022-05-01,93.790001,0.000000,0.000000,84.400002,84.400002,448
2022-06-01,84.349998,0.000000,0.000000,85.610001,85.610001,450
2022-07-01,86.320000,0.000000,0.000000,94.470001,94.470001,465
2022-08-01,94.529999,0.000000,0.000000,99.209999,99.209999,465
2022-09-01,99.209999,0.000000,0.000000,98.220001,98.220001,451
2022-10-01,98.220001,0.000000,0.000000,99.180000,99.180000,496
2022-11-01,100.220001,0.000000,0.000000,99.750000,99.750000,496
2022-12-01,99.040001,0.000000,0.000000,103.849998,103.849998,527
2023-01-01,103.849998,0.000000,0.000000,109.980003,109.980003,527
2023-02-01,110.160004,0.000000,0.000000,104.879997,104.879997,476
2023-03-01,105.760002,0.000000,0.000000,118.180000,118.180000,527
2023-04-01,118.180000,0.000000,0.000000,120.669998,120.669998,510
2023-05-01,117.709999,0.000000,0.000000,120.769997,120.769997,527
2023-06-01,121.110001,0.000000,0.000000,113.690002,113.690002,510
2023-07-01,113.690002,0.000000,0.000000,109.970001,109.970001,527
2023-08-01,110.550003,0.000000,0.000000,110.889999,110.889999,527
2023-09-01,109.169998,0.000000,0.000000,108.599998,108.599998,510
2023-10-01,107.940002,0.000000,0.000000,111.290001,111.290001,527
2023-11-01,109.190002,0.000000,0.000000,105.379997,105.379997,510
2023-12-01,105.379997,0.000000,0.000000,99.839996,99.839996,527
2024-01-01,99.839996,0.000000,0.000000,107.879997,107.879997,493
