Date,Open,High,Low,Close,Adj Close,Volume
2021-08-01,238.580002,0.000000,0.000000,472.839996,472.839996,468
2021-09-01,472.839996,0.000000,0.000000,547.400024,547.400024,429
2021-10-01,547.400024,0.000000,0.000000,560.140015,560.140015,459
2021-11-01,560.140015,0.000000,0.000000,554.099976,554.099976,541
2021-12-01,549.700012,0.000000,0.000000,499.690002,499.690002,649
2022-01-01,499.690002,0.000000,0.000000,457.459991,457.459991,744
2022-02-01,458.100006,0.000000,0.000000,417.820007,417.820007,700
2022-03-01,409.570007,0.000000,0.000000,402.670013,402.670013,867
2022-04-01,401.100006,0.000000,0.000000,378.070007,378.070007,943
2022-05-01,378.070007,0.000000,0.000000,318.269989,318.269989,992
2022-06-01,317.970001,0.000000,0.000000,280.970001,280.970001,974
2022-07-01,284.239990,0.000000,0.000000,269.329987,269.329987,1033
2022-08-01,271.980011,0.000000,0.000000,278.739990,278.739990,1054
2022-09-01,279.480011,0.000000,0.000000,273.209991,273.209991,1028
2022-10-01,273.209991,0.000000,0.000000,287.910004,287.910004,1092
2022-11-01,287.559998,0.000000,0.000000,240.429993,240.429993,1107
2022-12-01,238.320007,0.000000,0.000000,224.559998,224.559998,1147
2023-01-01,224.559998,0.000000,0.000000,226.500000,226.500000,1147
2023-02-01,240.130005,0.000000,0.000000,263.309998,263.309998,1036
2023-03-01,261.149994,0.000000,0.000000,255.080002,255.080002,1147
2023-04-01,255.080002,0.000000,0.000000,235.369995,235.369995,1110
2023-05-01,235.149994,0.000000,0.000000,239.970001,239.970001,1147
2023-06-01,240.009995,0.000000,0.000000,234.050003,234.050003,1110
2023-07-01,234.050003,0.000000,0.000000,227.979996,227.979996,1147
2023-08-01,216.399994,0.000000,0.000000,211.699997,211.699997,1147
2023-09-01,211.750000,0.000000,0.000000,186.960007,186.960007,1110
2023-10-01,188.750000,0.000000,0.000000,190.630005,190.630005,1147
2023-11-01,189.559998,0.000000,0.000000,203.759995,203.759995,1110
2023-12-01,203.169998,0.000000,0.000000,195.220001,195.220001,1147
2024-01-01,195.220001,0.000000,0.000000,201.869995,201.869995,1073
