Date,Close
1973-12-24,102.400002
1973-12-31,104.349998
1974-01-07,106.029999
1974-01-14,107.260002
1974-01-21,108.620003
1974-01-28,106.209999
1974-02-04,105.910004
1974-02-11,104.730003
1974-02-18,102.190002
1974-02-25,103.690002
1974-03-04,102.690002
1974-03-11,102.190002
1974-03-18,100.540001
1974-03-25,99.510002
1974-04-01,100.099998
1974-04-08,100.589996
1974-04-15,99.919998
1974-04-22,99.019997
1974-04-29,98.800003
1974-05-06,97.470001
1974-05-13,98.190002
1974-05-20,98.699997
1974-05-27,99.769997
1974-06-03,99.269997
1974-06-10,99.980003
1974-06-17,100.510002
1974-06-24,100.160004
1974-07-01,100.239998
1974-07-08,100.370003
1974-07-15,100.199997
1974-07-22,100.120003
1974-07-29,100.629997
1974-08-05,101.330002
1974-08-12,102.32
1974-08-19,102.730003
1974-08-26,103.18
1974-09-02,103.379997
1974-09-09,103.099998
1974-09-16,102.760002
1974-09-23,102.459999
1974-09-30,101.940002
1974-10-07,101.910004
1974-10-14,101.419998
1974-10-21,101.160004
1974-10-28,101.080002
1974-11-04,100.889999
1974-11-11,100.379997
1974-11-18,100.010002
1974-11-25,99.57
1974-12-02,99.470001
1974-12-09,98.889999
1974-12-16,98.290001
1974-12-23,97.629997
1974-12-30,97.169998
1975-01-06,96.860001
1975-01-13,96.82
1975-01-20,95.07
1975-01-27,95.610001
1975-02-03,95.980003
1975-02-10,94.980003
1975-02-17,94.220001
1975-02-24,93
1975-03-03,94.089996
1975-03-10,93.989998
1975-03-17,93.860001
1975-03-24,94.870003
1975-03-31,95.360001
1975-04-07,95.629997
1975-04-14,95.540001
1975-04-21,95.620003
1975-04-28,95.440002
1975-05-05,94.93
1975-05-12,95.120003
1975-05-19,94.239998
1975-05-26,94.629997
1975-06-02,94.559998
1975-06-09,94.589996
1975-06-16,94.82
1975-06-23,95.580002
1975-06-30,96.730003
1975-07-07,97.739998
1975-07-14,99.339996
1975-07-21,100.07
1975-07-28,101.300003
1975-08-04,101.75
1975-08-11,101.68
1975-08-18,101.620003
1975-08-25,101.790001
1975-09-01,101.910004
1975-09-08,102.220001
1975-09-15,103.650002
1975-09-22,104.480003
1975-09-29,103.949997
1975-10-06,102.470001
1975-10-13,102.25
1975-10-20,101.839996
1975-10-27,101.610001
1975-11-03,101.940002
1975-11-10,102.709999
1975-11-17,102.940002
1975-11-24,103.529999
1975-12-01,103.550003
1975-12-08,103.75
1975-12-15,103.470001
1975-12-22,103.379997
1975-12-29,103.489998
1976-01-05,103.220001
1976-01-12,103.150002
1976-01-19,103.830002
1976-01-26,103.879997
1976-02-02,103.489998
1976-02-09,103.32
1976-02-16,103.68
1976-02-23,103.660004
1976-03-01,104.559998
1976-03-08,105.150002
1976-03-15,105.559998
1976-03-22,105.610001
1976-03-29,105.82
1976-04-05,106.139999
1976-04-12,106.080002
1976-04-19,106.5
1976-04-26,106.230003
1976-05-03,105.849998
1976-05-10,106.349998
1976-05-17,106.970001
1976-05-24,107.290001
1976-05-31,107.599998
1976-06-07,107.120003
1976-06-14,107.050003
1976-06-21,106.879997
1976-06-28,106.620003
1976-07-05,106.769997
1976-07-12,107.07
1976-07-19,107.199997
1976-07-26,106.559998
1976-08-02,106.709999
1976-08-09,106.699997
1976-08-16,106.349998
1976-08-23,106.169998
1976-08-30,106.010002
1976-09-06,105.870003
1976-09-13,105.449997
1976-09-20,105.650002
1976-09-27,105.82
1976-10-04,105.440002
1976-10-11,105.940002
1976-10-18,105.919998
1976-10-25,105.940002
1976-11-01,106.029999
1976-11-08,105.910004
1976-11-15,105.709999
1976-11-22,105.919998
1976-11-29,106.120003
1976-12-06,105.68
1976-12-13,105.389999
1976-12-20,104.910004
1976-12-27,104.559998
1977-01-03,104.720001
1977-01-10,105.360001
1977-01-17,105.459999
1977-01-24,106.010002
1977-01-31,105.779999
1977-02-07,105.389999
1977-02-14,105.220001
1977-02-21,105.290001
1977-02-28,105.239998
1977-03-07,105.449997
1977-03-14,105.260002
1977-03-21,105.080002
1977-03-28,104.93
1977-04-04,104.849998
1977-04-11,104.519997
1977-04-18,104.760002
1977-04-25,104.389999
1977-05-02,104.309998
1977-05-09,104.599998
1977-05-16,104.519997
1977-05-23,104.510002
1977-05-30,104.480003
1977-06-06,104.410004
1977-06-13,104.379997
1977-06-20,104.400002
1977-06-27,103.800003
1977-07-04,102.989998
1977-07-11,102.68
1977-07-18,102.019997
1977-07-25,102.860001
1977-08-01,102.660004
1977-08-08,103.510002
1977-08-15,103.489998
1977-08-22,103.110001
1977-08-29,103.769997
1977-09-05,103.809998
1977-09-12,103.910004
1977-09-19,103.809998
1977-09-26,103.209999
1977-10-03,102.599998
1977-10-10,102.040001
1977-10-17,102.110001
1977-10-24,101.57
1977-10-31,101.309998
1977-11-07,101.010002
1977-11-14,100.650002
1977-11-21,100.07
1977-11-28,99.949997
1977-12-05,99.43
1977-12-12,98.160004
1977-12-19,98.190002
1977-12-26,96.440002
1978-01-02,96.970001
1978-01-09,96.830002
1978-01-16,96.989998
1978-01-23,96.739998
1978-01-30,97.07
1978-02-06,96.959999
1978-02-13,95.779999
1978-02-20,95.940002
1978-02-27,94.760002
1978-03-06,96.099998
1978-03-13,94.790001
1978-03-20,94.790001
1978-03-27,93.839996
1978-04-03,93.669998
1978-04-10,94.160004
1978-04-17,95.809998
1978-04-24,95.620003
1978-05-01,95.540001
1978-05-08,96.459999
1978-05-15,96.900002
1978-05-22,96.580002
1978-05-29,95.25
1978-06-05,95.290001
1978-06-12,95.129997
1978-06-19,94.029999
1978-06-26,93.529999
1978-07-03,92.900002
1978-07-10,92.870003
1978-07-17,92.349998
1978-07-24,91.269997
1978-07-31,91.059998
1978-08-07,88.919998
1978-08-14,89.730003
1978-08-21,90.830002
1978-08-28,89.730003
1978-09-04,90.540001
1978-09-11,89.709999
1978-09-18,89.050003
1978-09-25,88.830002
1978-10-02,88.07
1978-10-09,86.870003
1978-10-16,85.459999
1978-10-23,83.440002
1978-10-30,87.949997
1978-11-06,87.900002
1978-11-13,89.970001
1978-11-20,90.019997
1978-11-27,90.629997
1978-12-04,89.68
1978-12-11,88.949997
1978-12-18,87.720001
1978-12-25,86.5
1979-01-01,87.489998
1979-01-08,88.040001
1979-01-15,87.620003
1979-01-22,88.129997
1979-01-29,89.25
1979-02-05,87.849998
1979-02-12,88.269997
1979-02-19,88.160004
1979-02-26,88.410004
1979-03-05,88.209999
1979-03-12,88.57
1979-03-19,88.449997
1979-03-26,88.529999
1979-04-02,89.209999
1979-04-09,89.629997
1979-04-16,89.830002
1979-04-23,89.849998
1979-04-30,90.010002
1979-05-07,90.029999
1979-05-14,90.709999
1979-05-21,90.830002
1979-05-28,90.82
1979-06-04,90.650002
1979-06-11,89.809998
1979-06-18,88.419998
1979-06-25,87.849998
1979-07-02,87.510002
1979-07-09,87.220001
1979-07-16,86.730003
1979-07-23,86.480003
1979-07-30,87.139999
1979-08-06,86.910004
1979-08-13,87.400002
1979-08-20,87.290001
1979-08-27,87.190002
1979-09-03,86.769997
1979-09-10,87.43
1979-09-17,86.220001
1979-09-24,85.449997
1979-10-01,86.18
1979-10-08,87.449997
1979-10-15,87.949997
1979-10-22,88.800003
1979-10-29,88.470001
1979-11-05,88.980003
1979-11-12,88.279999
1979-11-19,87.940002
1979-11-26,86.790001
1979-12-03,87.040001
1979-12-10,86.669998
1979-12-17,86.379997
1979-12-24,85.809998
1979-12-31,85.230003
1980-01-07,85.349998
1980-01-14,85.449997
1980-01-21,85.940002
1980-01-28,86.129997
1980-02-04,85.940002
1980-02-11,86.099998
1980-02-18,86.919998
1980-02-25,87.650002
1980-03-03,88.410004
1980-03-10,89.82
1980-03-17,91.260002
1980-03-24,92.830002
1980-03-31,94.669998
1980-04-07,91.260002
1980-04-14,90.5
1980-04-21,88.68
1980-04-28,88.900002
1980-05-05,88.010002
1980-05-12,87.239998
1980-05-19,85.779999
1980-05-26,85.93
1980-06-02,85.5
1980-06-09,84.75
1980-06-16,85.25
1980-06-23,85.129997
1980-06-30,84.889999
1980-07-07,84.220001
1980-07-14,84.610001
1980-07-21,84.540001
1980-07-28,86.489998
1980-08-04,85.93
1980-08-11,86
1980-08-18,86.860001
1980-08-25,85.849998
1980-09-01,85.410004
1980-09-08,85.080002
1980-09-15,85.550003
1980-09-22,85.800003
1980-09-29,85.800003
1980-10-06,85.589996
1980-10-13,86.519997
1980-10-20,87.339996
1980-10-27,88.379997
1980-11-03,90.120003
1980-11-10,88.849998
1980-11-17,89.559998
1980-11-24,90.010002
1980-12-01,90.839996
1980-12-08,92.279999
1980-12-15,91.150002
1980-12-22,90.07
1980-12-29,90.510002
1981-01-05,90.510002
1981-01-12,91.449997
1981-01-19,92.110001
1981-01-26,95.239998
1981-02-02,95.449997
1981-02-09,98.18
1981-02-16,94.949997
1981-02-23,97.059998
1981-03-02,97.269997
1981-03-09,96.309998
1981-03-16,94.830002
1981-03-23,97.129997
1981-03-30,97.419998
1981-04-06,98.379997
1981-04-13,99.860001
1981-04-20,99.309998
1981-04-27,100.279999
1981-05-04,102.050003
1981-05-11,104.43
1981-05-18,104.510002
1981-05-25,104.949997
1981-06-01,108.470001
1981-06-08,107.559998
1981-06-15,106.779999
1981-06-22,107.370003
1981-06-29,108.690002
1981-07-06,109.449997
1981-07-13,109.419998
1981-07-20,110.139999
1981-07-27,111.720001
1981-08-03,113.730003
1981-08-10,113.290001
1981-08-17,110.010002
1981-08-24,110.32
1981-08-31,109.349998
1981-09-07,109.580002
1981-09-14,105.589996
1981-09-21,107.620003
1981-09-28,106.790001
1981-10-05,103.860001
1981-10-12,105.980003
1981-10-19,107.260002
1981-10-26,106.129997
1981-11-02,105.040001
1981-11-09,104.480003
1981-11-16,105.080002
1981-11-23,103.279999
1981-11-30,103.800003
1981-12-07,105.800003
1981-12-14,106.239998
1981-12-21,105.949997
1981-12-28,104.690002
1982-01-04,105.480003
1982-01-11,107.57
1982-01-18,107.730003
1982-01-25,108.029999
1982-02-01,109.389999
1982-02-08,110.209999
1982-02-15,110.059998
1982-02-22,111.93
1982-03-01,110.279999
1982-03-08,112.07
1982-03-15,113.050003
1982-03-22,113.989998
1982-03-29,113.970001
1982-04-05,115.239998
1982-04-12,115.099998
1982-04-19,113.720001
1982-04-26,111.599998
1982-05-03,109.860001
1982-05-10,110.769997
1982-05-17,111.050003
1982-05-24,112.790001
1982-05-31,113.370003
1982-06-07,115.050003
1982-06-14,119.010002
1982-06-21,120.110001
1982-06-28,119.620003
1982-07-05,119.959999
1982-07-12,119.269997
1982-07-19,116.120003
1982-07-26,119.050003
1982-08-02,120.239998
1982-08-09,120.93
1982-08-16,118.349998
1982-08-23,119.120003
1982-08-30,119.550003
1982-09-06,121
1982-09-13,120.790001
1982-09-20,121.459999
1982-09-27,122.139999
1982-10-04,122.940002
1982-10-11,122.769997
1982-10-18,123.410004
1982-10-25,124.779999
1982-11-01,125.360001
1982-11-08,125.419998
1982-11-15,123.720001
1982-11-22,122.639999
1982-11-29,119.580002
1982-12-06,120.480003
1982-12-13,119.610001
1982-12-20,118.220001
1982-12-27,117.360001
1983-01-03,115.760002
1983-01-10,116.389999
1983-01-17,119.599998
1983-01-24,119.760002
1983-01-31,121.419998
1983-02-07,118.849998
1983-02-14,118.529999
1983-02-21,119.449997
1983-02-28,119.349998
1983-03-07,120.269997
1983-03-14,120.449997
1983-03-21,121.769997
1983-03-28,122.269997
1983-04-04,121.889999
1983-04-11,121.589996
1983-04-18,121.889999
1983-04-25,122.389999
1983-05-02,121.32
1983-05-09,121.150002
1983-05-16,122.5
1983-05-23,123.410004
1983-05-30,124.75
1983-06-06,125.389999
1983-06-13,125.660004
1983-06-20,124.269997
1983-06-27,124.980003
1983-07-04,126.150002
1983-07-11,127.050003
1983-07-18,126.68
1983-07-25,128.440002
1983-08-01,130.190002
1983-08-08,131.690002
1983-08-15,129.080002
1983-08-22,129.639999
1983-08-29,130.770004
1983-09-05,129.949997
1983-09-12,129.729996
1983-09-19,129.160004
1983-09-26,128.350006
1983-10-03,126.209999
1983-10-10,127.900002
1983-10-17,126.889999
1983-10-24,128.020004
1983-10-31,129.809998
1983-11-07,129.289993
1983-11-14,131.020004
1983-11-21,131.300003
1983-11-28,131.210007
1983-12-05,133.009995
1983-12-12,134.050003
1983-12-19,133.169998
1983-12-26,131.789993
1984-01-02,134.860001
1984-01-09,134.869995
1984-01-16,135.509995
1984-01-23,135.529999
1984-01-30,132.789993
1984-02-06,133.419998
1984-02-13,131.199997
1984-02-20,129.289993
1984-02-27,127.599998
1984-03-05,127.519997
1984-03-12,129.130005
1984-03-19,129.289993
1984-03-26,128.220001
1984-04-02,129.160004
1984-04-09,129.25
1984-04-16,130.479996
1984-04-23,132.110001
1984-04-30,132.669998
1984-05-07,134.779999
1984-05-14,135.059998
1984-05-21,133.619995
1984-05-28,132
1984-06-04,132.729996
1984-06-11,134.289993
1984-06-18,135.940002
1984-06-25,136.259995
1984-07-02,138.880005
1984-07-09,138.649994
1984-07-16,139.770004
1984-07-23,140.720001
1984-07-30,139.360001
1984-08-06,140.669998
1984-08-13,139.270004
1984-08-20,139.809998
1984-08-27,140.330002
1984-09-03,144.149994
1984-09-10,145.580002
1984-09-17,146.919998
1984-09-24,147.550003
1984-10-01,146.830002
1984-10-08,149.089996
1984-10-15,148.210007
1984-10-22,146.479996
1984-10-29,143.179993
1984-11-05,142.899994
1984-11-12,143.899994
1984-11-19,146.289993
1984-11-26,149.210007
1984-12-03,148.419998
1984-12-10,148.710007
1984-12-17,149.75
1984-12-24,150.910004
1984-12-31,152.110001
1985-01-07,152.410004
1985-01-14,153.470001
1985-01-21,153.009995
1985-01-28,153.470001
1985-02-04,156.509995
1985-02-11,156.970001
1985-02-18,162.039993
1985-02-25,161.039993
1985-03-04,163.179993
1985-03-11,161.690002
1985-03-18,155.119995
1985-03-25,149.179993
1985-04-01,152.970001
1985-04-08,148.229996
1985-04-15,144.830002
1985-04-22,151.009995
1985-04-29,154.130005
1985-05-06,150.639999
1985-05-13,148.380005
1985-05-20,149.279999
1985-05-27,147.860001
1985-06-03,148.539993
1985-06-10,147.570007
1985-06-17,147.589996
1985-06-24,146.119995
1985-07-01,145
1985-07-08,140.25
1985-07-15,140.559998
1985-07-22,139.289993
1985-07-29,138.570007
1985-08-05,139.199997
1985-08-12,136.270004
1985-08-19,135.990005
1985-08-26,138.199997
1985-09-02,143.050003
1985-09-09,141.940002
1985-09-16,139.770004
1985-09-23,131.550003
1985-09-30,130.369995
1985-10-07,131.289993
1985-10-14,130.509995
1985-10-21,130.990005
1985-10-28,128.690002
1985-11-04,129.399994
1985-11-11,129.190002
1985-11-18,126.540001
1985-11-25,124.989998
1985-12-02,125.690002
1985-12-09,126.129997
1985-12-16,125.849998
1985-12-23,124.300003
1985-12-30,124.5
1986-01-06,124.160004
1986-01-13,124.410004
1986-01-20,122.779999
1986-01-27,121.519997
1986-02-03,121.970001
1986-02-10,118.82
1986-02-17,117.220001
1986-02-24,115.080002
1986-03-03,114.970001
1986-03-10,115.220001
1986-03-17,114.169998
1986-03-24,117.68
1986-03-31,120.690002
1986-04-07,117.300003
1986-04-14,113.169998
1986-04-21,111.120003
1986-04-28,112.739998
1986-05-05,111.32
1986-05-12,112.870003
1986-05-19,115.459999
1986-05-26,117.510002
1986-06-02,113.410004
1986-06-09,112.580002
1986-06-16,114.720001
1986-06-23,112.169998
1986-06-30,111.080002
1986-07-07,112
1986-07-14,109.43
1986-07-21,110.610001
1986-07-28,108.059998
1986-08-04,107.629997
1986-08-11,107.260002
1986-08-18,106.769997
1986-08-25,106.43
1986-09-01,107.269997
1986-09-08,107.580002
1986-09-15,105.029999
1986-09-22,107.68
1986-09-29,106.150002
1986-10-06,105.580002
1986-10-13,105.290001
1986-10-20,108.120003
1986-10-27,109.269997
1986-11-03,108.959999
1986-11-10,106.980003
1986-11-17,107.989998
1986-11-24,105.919998
1986-12-01,107.230003
1986-12-08,107.379997
1986-12-15,106.900002
1986-12-22,105.480003
1986-12-29,103.610001
1987-01-05,103.730003
1987-01-12,100.330002
1987-01-19,99.32
1987-01-26,99.860001
1987-02-02,100.830002
1987-02-09,99.330002
1987-02-16,99.410004
1987-02-23,99.260002
1987-03-02,99.57
1987-03-09,99.68
1987-03-16,98.529999
1987-03-23,97.639999
1987-03-30,97.68
1987-04-06,96.879997
1987-04-13,96.949997
1987-04-20,95.82
1987-04-27,95.370003
1987-05-04,95.860001
1987-05-11,95.379997
1987-05-18,95.830002
1987-05-25,97.769997
1987-06-01,97.57
1987-06-08,97.199997
1987-06-15,98.150002
1987-06-22,98.18
1987-06-29,98.410004
1987-07-06,99.169998
1987-07-13,100.010002
1987-07-20,99.550003
1987-07-27,99.790001
1987-08-03,101.290001
1987-08-10,100.510002
1987-08-17,97.269997
1987-08-24,97.089996
1987-08-31,96.449997
1987-09-07,97.010002
1987-09-14,96.709999
1987-09-21,97.400002
1987-09-28,98.639999
1987-10-05,96.849998
1987-10-12,96.330002
1987-10-19,95.68
1987-10-26,93.650002
1987-11-02,91.089996
1987-11-09,91.730003
1987-11-16,91.260002
1987-11-23,90
1987-11-30,90.470001
1987-12-07,88.540001
1987-12-14,88.559998
1987-12-21,88.110001
1987-12-28,85.419998
1988-01-04,89
1988-01-11,90.75
1988-01-18,89.690002
1988-01-25,90.339996
1988-02-01,91.150002
1988-02-08,91.849998
1988-02-15,91.559998
1988-02-22,90.529999
1988-02-29,90.559998
1988-03-07,89.019997
1988-03-14,90.510002
1988-03-21,89.349998
1988-03-28,88.300003
1988-04-04,89.139999
1988-04-11,88.309998
1988-04-18,88.889999
1988-04-25,89.160004
1988-05-02,89.300003
1988-05-09,89.190002
1988-05-16,89.949997
1988-05-23,90.480003
1988-05-30,91.300003
1988-06-06,90.82
1988-06-13,92.050003
1988-06-20,94.919998
1988-06-27,95.889999
1988-07-04,96.360001
1988-07-11,98.129997
1988-07-18,95.279999
1988-07-25,97.529999
1988-08-01,98.220001
1988-08-08,97.93
1988-08-15,98.529999
1988-08-22,97.489998
1988-08-29,97.540001
1988-09-05,97.209999
1988-09-12,98.029999
1988-09-19,98.120003
1988-09-26,97.690002
1988-10-03,97.330002
1988-10-10,94.370003
1988-10-17,93.389999
1988-10-24,93.040001
1988-10-31,93.800003
1988-11-07,91.529999
1988-11-14,91.43
1988-11-21,90.120003
1988-11-28,90.059998
1988-12-05,90.839996
1988-12-12,92.089996
1988-12-19,92.660004
1988-12-26,92.5
1989-01-02,94.360001
1989-01-09,95.32
1989-01-16,95.089996
1989-01-23,96.190002
1989-01-30,96.739998
1989-02-06,96.379997
1989-02-13,94.900002
1989-02-20,94.660004
1989-02-27,95.779999
1989-03-06,96.489998
1989-03-13,97.309998
1989-03-20,96.989998
1989-03-27,98.139999
1989-04-03,97.519997
1989-04-10,96.93
1989-04-17,96.360001
1989-04-24,97.709999
1989-05-01,98.419998
1989-05-08,99.440002
1989-05-15,101.970001
1989-05-22,102.519997
1989-05-29,101.220001
1989-06-05,104.32
1989-06-12,103.330002
1989-06-19,100.93
1989-06-26,102.019997
1989-07-03,98.309998
1989-07-10,99.989998
1989-07-17,99.800003
1989-07-24,98.290001
1989-07-31,99.519997
1989-08-07,101.029999
1989-08-14,101.730003
1989-08-21,101.849998
1989-08-28,102.830002
1989-09-04,103.5
1989-09-11,102.290001
1989-09-18,101.910004
1989-09-25,98.470001
1989-10-02,99.480003
1989-10-09,99.769997
1989-10-16,98.580002
1989-10-23,97.629997
1989-10-30,98.330002
1989-11-06,98.980003
1989-11-13,98.379997
1989-11-20,97.139999
1989-11-27,96.57
1989-12-04,96.050003
1989-12-11,94.209999
1989-12-18,93.489998
1989-12-25,93.209999
1990-01-01,92.849998
1990-01-08,92.43
1990-01-15,93.690002
1990-01-22,92.519997
1990-01-29,92.440002
1990-02-05,91.980003
1990-02-12,92.18
1990-02-19,92.160004
1990-02-26,94.010002
1990-03-05,93.870003
1990-03-12,93.800003
1990-03-19,94.370003
1990-03-26,93.690002
1990-04-02,93.720001
1990-04-09,92.870003
1990-04-16,93.290001
1990-04-23,93.019997
1990-04-30,92.370003
1990-05-07,91.120003
1990-05-14,91.309998
1990-05-21,92.260002
1990-05-28,92.959999
1990-06-04,93.080002
1990-06-11,92.580002
1990-06-18,91.989998
1990-06-25,91.150002
1990-07-02,90.519997
1990-07-09,90.050003
1990-07-16,89.540001
1990-07-23,88.43
1990-07-30,87.550003
1990-08-06,87.580002
1990-08-13,85.57
1990-08-20,85.660004
1990-08-27,86.559998
1990-09-03,86.050003
1990-09-10,85.720001
1990-09-17,86.309998
1990-09-24,86
1990-10-01,84.279999
1990-10-08,83.160004
1990-10-15,82.300003
1990-10-22,82.879997
1990-10-29,82.260002
1990-11-05,82.120003
1990-11-12,81.589996
1990-11-19,81.870003
1990-11-26,82.93
1990-12-03,81.93
1990-12-10,82.559998
1990-12-17,84.699997
1990-12-24,83.260002
1990-12-31,83.360001
1991-01-07,84.290001
1991-01-14,82.769997
1991-01-21,82.730003
1991-01-28,81.639999
1991-02-04,80.839996
1991-02-11,81.919998
1991-02-18,83.129997
1991-02-25,84.839996
1991-03-04,86.309998
1991-03-11,87.900002
1991-03-18,89.470001
1991-03-25,92.019997
1991-04-01,90.629997
1991-04-08,90.360001
1991-04-15,92.709999
1991-04-22,93.459999
1991-04-29,93.440002
1991-05-06,92.379997
1991-05-13,92.949997
1991-05-20,91.739998
1991-05-27,93.129997
1991-06-03,94.559998
1991-06-10,95.790001
1991-06-17,95.809998
1991-06-24,96.059998
1991-07-01,96.709999
1991-07-08,95.059998
1991-07-15,93.480003
1991-07-22,93.519997
1991-07-29,93.360001
1991-08-05,92.860001
1991-08-12,94.379997
1991-08-19,93.589996
1991-08-26,93.489998
1991-09-02,92.110001
1991-09-09,90.779999
1991-09-16,90.779999
1991-09-23,90.120003
1991-09-30,90.059998
1991-10-07,90.5
1991-10-14,90.43
1991-10-21,91.129997
1991-10-28,88.699997
1991-11-04,88.910004
1991-11-11,87.860001
1991-11-18,86.629997
1991-11-25,88.190002
1991-12-02,85.75
1991-12-09,86.620003
1991-12-16,84.459999
1991-12-23,83.620003
1991-12-30,84.419998
1992-01-06,86.510002
1992-01-13,86.389999
1992-01-20,86.370003
1992-01-27,87.489998
1992-02-03,85.290001
1992-02-10,88.32
1992-02-17,89.650002
1992-02-24,88.989998
1992-03-02,90.480003
1992-03-09,90.839996
1992-03-16,90.940002
1992-03-23,89.519997
1992-03-30,89.080002
1992-04-06,89.25
1992-04-13,90.510002
1992-04-20,89.790001
1992-04-27,89.120003
1992-05-04,89.389999
1992-05-11,87.629997
1992-05-18,87.900002
1992-05-25,87.220001
1992-06-01,86.580002
1992-06-08,85.970001
1992-06-15,85.910004
1992-06-22,84.129997
1992-06-29,83.099998
1992-07-06,82.620003
1992-07-13,81.040001
1992-07-20,83.18
1992-07-27,81.910004
1992-08-03,81.650002
1992-08-10,81.660004
1992-08-17,80.160004
1992-08-24,79.169998
1992-08-31,78.82
1992-09-07,81.129997
1992-09-14,84.839996
1992-09-21,83.849998
1992-09-28,81.360001
1992-10-05,84.809998
1992-10-12,84.559998
1992-10-19,86.800003
1992-10-26,87.629997
1992-11-02,89.919998
1992-11-09,88.970001
1992-11-16,91.120003
1992-11-23,91.110001
1992-11-30,90.589996
1992-12-07,90.099998
1992-12-14,89.68
1992-12-21,91.139999
1992-12-28,92.360001
1993-01-04,93.449997
1993-01-11,93.040001
1993-01-18,91.410004
1993-01-25,92.459999
1993-02-01,94.400002
1993-02-08,94.25
1993-02-15,93.349998
1993-02-22,94.050003
1993-03-01,94.300003
1993-03-08,94.5
1993-03-15,92.889999
1993-03-22,92.93
1993-03-29,91.370003
1993-04-05,91.220001
1993-04-12,91.309998
1993-04-19,89.379997
1993-04-26,89.489998
1993-05-03,89.230003
1993-05-10,90.169998
1993-05-17,90.699997
1993-05-24,88.959999
1993-05-31,90.75
1993-06-07,90.440002
1993-06-14,92.93
1993-06-21,93.550003
1993-06-28,93.480003
1993-07-05,94.980003
1993-07-12,94.599998
1993-07-19,94.57
1993-07-26,95.370003
