Date,Open,High,Low,Close,Adj Close,Volume
2021-08-01,95.699997,0.000000,0.000000,98.940002,98.940002,620
2021-09-01,98.940002,0.000000,0.000000,103.349998,103.349998,600
2021-10-01,103.370003,0.000000,0.000000,104.949997,104.949997,620
2021-11-01,105.629997,0.000000,0.000000,103.540001,103.540001,600
2021-12-01,103.540001,0.000000,0.000000,103.300003,103.300003,620
2022-01-01,103.300003,0.000000,0.000000,91.580002,91.580002,620
2022-02-01,90.919998,0.000000,0.000000,87.269997,87.269997,560
2022-03-01,83.959999,0.000000,0.000000,80.800003,80.800003,620
2022-04-01,83.589996,0.000000,0.000000,82.349998,82.349998,610
2022-05-01,82.349998,0.000000,0.000000,71.930000,71.930000,651
2022-06-01,70.900002,0.000000,0.000000,74.930000,74.930000,630
2022-07-01,76.230003,0.000000,0.000000,73.120003,73.120003,651
2022-08-01,73.510002,0.000000,0.000000,76.510002,76.510002,651
2022-09-01,75.779999,0.000000,0.000000,74.980003,74.980003,630
2022-10-01,74.980003,0.000000,0.000000,75.220001,75.220001,651
2022-11-01,75.059998,0.000000,0.000000,69.919998,69.919998,630
2022-12-01,71.730003,0.000000,0.000000,74.500000,74.500000,651
2023-01-01,74.500000,0.000000,0.000000,75.410004,75.410004,651
2023-02-01,75.989998,0.000000,0.000000,78.290001,78.290001,588
2023-03-01,77.879997,0.000000,0.000000,85.379997,85.379997,651
2023-04-01,85.379997,0.000000,0.000000,78.559998,78.559998,630
2023-05-01,77.889999,0.000000,0.000000,91.230003,91.230003,650
2023-06-01,87.660004,0.000000,0.000000,87.339996,87.339996,600
2023-07-01,87.339996,0.000000,0.000000,85.629997,85.629997,620
2023-08-01,84.410004,0.000000,0.000000,83.570000,83.570000,620
2023-09-01,84.610001,0.000000,0.000000,80.599998,80.599998,600
2023-10-01,80.309998,0.000000,0.000000,76.449997,76.449997,620
2023-11-01,74.320000,0.000000,0.000000,70.080002,70.080002,600
2023-12-01,70.269997,0.000000,0.000000,78.110001,78.110001,601
2024-01-01,78.110001,0.000000,0.000000,82.739998,82.739998,551
