Date,Open,High,Low,Close,Adj Close,Volume
2022-11-01,147.899994,0.000000,0.000000,142.479996,142.479996,210
2022-12-01,142.479996,0.000000,0.000000,119.000000,119.000000,217
2023-01-01,119.000000,0.000000,0.000000,110.370003,110.370003,217
2023-02-01,113.989998,0.000000,0.000000,118.180000,118.180000,196
2023-03-01,121.230003,0.000000,0.000000,118.089996,118.089996,217
2023-04-01,118.089996,0.000000,0.000000,97.059998,97.059998,210
2023-05-01,97.660004,0.000000,0.000000,112.489998,112.489998,217
2023-06-01,112.620003,0.000000,0.000000,134.149994,134.149994,210
2023-07-01,134.149994,0.000000,0.000000,129.089996,129.089996,217
2023-08-01,129.089996,0.000000,0.000000,128.610001,128.610001,217
2023-09-01,128.610001,0.000000,0.000000,129.089996,129.089996,210
2023-10-01,129.089996,0.000000,0.000000,128.610001,128.610001,217
2023-11-01,129.089996,0.000000,0.000000,129.210007,129.210007,210
2023-12-01,129.210007,0.000000,0.000000,128.850006,128.850006,217
2024-01-01,128.850006,0.000000,0.000000,129.089996,129.089996,154
