Date,Real,Nominal
2005-09-01,1905.88,1228.810
2005-10-01,1868.45,1207.010
2005-11-01,1950.44,1249.480
2005-12-01,1956.07,1248.290
2006-01-01,1990.52,1280.080
2006-02-01,1987.58,1280.660
2006-03-01,1999.28,1294.870
2006-04-01,2006.54,1310.610
2006-05-01,1934.35,1270.090
2006-06-01,1930.70,1270.200
2006-07-01,1935.42,1276.660
2006-08-01,1972.68,1303.820
2006-09-01,2030.49,1335.850
2006-10-01,2105.49,1377.940
2006-11-01,2144.36,1400.630
2006-12-01,2167.16,1418.300
2007-01-01,2191.88,1438.240
2007-02-01,2132.74,1406.820
2007-03-01,2134.13,1420.860
2007-04-01,2211.70,1482.370
2007-05-01,2269.91,1530.620
2007-06-01,2224.96,1503.350
2007-07-01,2155.25,1455.270
2007-08-01,2185.93,1473.990
2007-09-01,2258.06,1526.750
2007-10-01,2286.88,1549.380
2007-11-01,2172.83,1481.140
2007-12-01,2155.55,1468.360
2008-01-01,2014.06,1378.550
2008-02-01,1938.73,1330.630
2008-03-01,1909.98,1322.700
2008-04-01,1989.71,1385.590
2008-05-01,1994.14,1400.380
2008-06-01,1803.52,1280.000
2008-07-01,1776.87,1267.380
2008-08-01,1806.22,1282.830
2008-09-01,1644.57,1166.360
2008-10-01,1379.50,968.750
2008-11-01,1301.34,896.240
2008-12-01,1325.07,903.250
2009-01-01,1206.61,825.880
2009-02-01,1068.09,735.090
2009-03-01,1156.91,797.870
2009-04-01,1262.08,872.810
2009-05-01,1325.40,919.140
2009-06-01,1314.63,919.320
2009-07-01,1414.07,987.480
2009-08-01,1458.47,1020.620
2009-09-01,1509.51,1057.080
2009-10-01,1478.64,1036.190
2009-11-01,1562.37,1095.630
2009-12-01,1592.36,1115.100
2010-01-01,1528.12,1073.870
2010-02-01,1571.69,1104.490
2010-03-01,1657.08,1169.430
2010-04-01,1679.17,1186.690
2010-05-01,1540.43,1089.410
2010-06-01,1458.45,1030.710
2010-07-01,1558.76,1101.600
2010-08-01,1482.70,1049.330
2010-09-01,1611.37,1141.200
2010-10-01,1668.40,1183.260
2010-11-01,1664.58,1180.550
2010-12-01,1769.50,1257.640
2011-01-01,1800.57,1286.120
2011-02-01,1850.14,1327.220
2011-03-01,1829.65,1325.830
2011-04-01,1869.51,1363.610
2011-05-01,1836.20,1345.200
2011-06-01,1803.99,1320.640
2011-07-01,1763.96,1292.280
2011-08-01,1658.91,1218.890
2011-09-01,1537.60,1131.420
2011-10-01,1706.99,1253.300
2011-11-01,1699.61,1246.960
2011-12-01,1719.14,1257.600
2012-01-01,1786.19,1312.410
2012-02-01,1850.50,1365.680
2012-03-01,1892.98,1408.470
2012-04-01,1873.20,1397.910
2012-05-01,1758.46,1310.330
2012-06-01,1830.74,1362.160
2012-07-01,1856.56,1379.320
2012-08-01,1883.41,1406.580
2012-09-01,1920.41,1440.670
2012-10-01,1882.41,1412.160
2012-11-01,1897.68,1416.180
2012-12-01,1915.37,1426.190
2013-01-01,2005.97,1498.110
2013-02-01,2011.50,1514.680
2013-03-01,2079.18,1569.190
2013-04-01,2118.38,1597.570
2013-05-01,2159.10,1630.740
2013-06-01,2121.90,1606.280
2013-07-01,2225.16,1685.730
2013-08-01,2153.89,1632.970
2013-09-01,2214.60,1681.550
2013-10-01,2320.39,1756.540
2013-11-01,2389.09,1805.810
2013-12-01,2445.38,1848.360
2014-01-01,2349.45,1782.590
2014-02-01,2443.32,1859.450
2014-03-01,2443.40,1872.340
2014-04-01,2451.02,1883.950
2014-05-01,2492.95,1923.570
2014-06-01,2536.54,1960.230
2014-07-01,2500.22,1930.670
2014-08-01,2598.37,2003.370
2014-09-01,2556.09,1972.290
2014-10-01,2621.45,2018.050
2014-11-01,2700.23,2067.560
2014-12-01,2703.34,2058.900
2015-01-01,2633.39,1994.990
2015-02-01,2765.31,2104.500
2015-03-01,2700.66,2067.890
2015-04-01,2719.51,2085.510
2015-05-01,2733.28,2107.390
2015-06-01,2665.54,2063.110
2015-07-01,2718.16,2103.840
2015-08-01,2552.00,1972.180
2015-09-01,2488.36,1920.030
2015-10-01,2696.93,2079.360
2015-11-01,2702.45,2080.410
2015-12-01,2665.30,2043.940
2016-01-01,2526.19,1940.240
2016-02-01,2513.83,1932.230
2016-03-01,2667.36,2059.740
2016-04-01,2662.17,2065.300
2016-05-01,2692.50,2096.960
2016-06-01,2686.54,2098.860
2016-07-01,2786.56,2173.600
2016-08-01,2780.99,2170.950
2016-09-01,2768.88,2168.270
2016-10-01,2712.97,2126.150
2016-11-01,2810.08,2198.810
2016-12-01,2858.99,2238.830
2017-01-01,2894.16,2278.870
2017-02-01,2992.37,2363.640
2017-03-01,2988.84,2362.720
2017-04-01,3006.48,2384.200
2017-05-01,3038.87,2411.800
2017-06-01,3051.07,2423.410
2017-07-01,3112.58,2470.300
2017-08-01,3104.39,2471.650
2017-09-01,3149.20,2519.360
2017-10-01,3219.08,2575.260
2017-11-01,3309.48,2647.580
2017-12-01,3344.69,2673.610
2018-01-01,3512.82,2823.810
2018-02-01,3362.44,2713.830
2018-03-01,3264.12,2640.870
2018-04-01,3259.75,2648.050
2018-05-01,3316.66,2705.270
2018-06-01,3327.28,2718.370
2018-07-01,3447.14,2816.290
2018-08-01,3548.56,2901.520
2018-09-01,3560.88,2913.980
2018-10-01,3308.32,2711.740
2018-11-01,3378.45,2760.170
2018-12-01,3078.41,2506.850
2019-01-01,3312.52,2704.100
2019-02-01,3397.08,2784.490
2019-03-01,3438.13,2834.400
2019-04-01,3555.62,2945.830
2019-05-01,3313.48,2752.060
2019-06-01,3541.88,2941.760
2019-07-01,3582.42,2980.380
2019-08-01,3517.60,2926.460
2019-09-01,3575.06,2976.740
2019-10-01,3639.00,3037.560
2019-11-01,3766.04,3140.980
2019-12-01,3876.94,3230.780
2020-01-01,3857.72,3225.520
2020-02-01,3521.43,2954.220
2020-03-01,3088.59,2584.590
2020-04-01,3503.65,2912.430
2020-05-01,3662.30,3044.310
2020-06-01,3707.95,3100.290
2020-07-01,3892.63,3271.120
2020-08-01,4154.87,3500.310
2020-09-01,3985.16,3363.000
2020-10-01,3871.63,3269.960
2020-11-01,4291.63,3621.630
2020-12-01,4447.19,3756.070
2021-01-01,4379.09,3714.240
2021-02-01,4470.48,3811.150
2021-03-01,4624.44,3972.890
2021-04-01,4829.25,4181.170
2021-05-01,4817.91,4204.110
2021-06-01,4877.66,4297.500
2021-07-01,4966.64,4395.260
2021-08-01,5097.06,4522.680
2021-09-01,4841.67,4307.540
2021-10-01,5135.00,4605.380
2021-11-01,5069.37,4567.000
2021-12-01,5271.40,4766.180
2022-01-01,4953.56,4515.550
2022-02-01,4754.47,4373.940
2022-03-01,4861.13,4530.410
2022-04-01,4408.77,4131.930
2022-05-01,4359.42,4132.150
2022-06-01,3940.58,3785.380
2022-07-01,4299.63,4130.290
2022-08-01,4117.16,3955.000
2022-09-01,3725.46,3585.620
2022-10-01,4007.50,3871.980
2022-11-01,4226.99,4080.110
2022-12-01,3989.24,3839.500
2023-01-01,4202.97,4076.600
2023-02-01,4069.40,3970.150
2023-03-01,4199.71,4109.310
2023-04-01,4240.36,4169.480
2023-05-01,4238.35,4179.830
2023-06-01,4499.33,4450.380
2023-07-01,4630.26,4588.960
2023-08-01,4530.20,4507.660
2023-09-01,4296.63,4288.050
2023-10-01,4202.19,4193.800
2023-11-01,4586.07,4567.800
2023-12-01,4793.68,4769.830
2024-01-01,4845.65,4845.650
2024-02-01,5096.27,5096.270
2024-03-01,5078.65,5078.650
